"","team","year","leag","o_oreb","o_dreb","o_asts","o_pf","o_stl","o_to","o_blk","o_pts","won","lost","o_fgp","o_3pp","o_ftp"
"1036","SAS",1999,"N",11.3048780487805,32.5121951219512,22.1829268292683,20.9268292682927,7.48780487804878,15.0487804878049,6.69512195121951,96.1707317073171,53,29,0.461682827650923,0.373725934314836,0.746160794941283
"1037","SEA",1999,"N",12.7073170731707,30.280487804878,22.9024390243902,21.6585365853659,8.01219512195122,14.0609756097561,4.20731707317073,99.0853658536585,45,37,0.44745177080334,0.338919925512104,0.695408163265306
"1038","TOR",1999,"N",13.390243902439,29.8658536585366,23.7439024390244,24.2560975609756,8.12195121951219,13.8658536585366,6.63414634146341,97.1707317073171,45,37,0.43301365882011,0.362937660119556,0.765473887814313
"1039","UTA",1999,"N",11.4146341463415,29.5853658536585,24.890243902439,24.5487804878049,7.67073170731707,14.8780487804878,5.42682926829268,96.5121951219512,55,27,0.464263322884013,0.385245901639344,0.772558139534884
"1040","VAN",1999,"N",12.2560975609756,28.3414634146341,20.7317073170732,22.9390243902439,7.42682926829268,16.8170731707317,4.20731707317073,93.9268292682927,22,60,0.449068322981366,0.360801781737194,0.77378640776699
"1041","WAS",1999,"N",12.9756097560976,29.7317073170732,21.5975609756098,26.2073170731707,7.24390243902439,16.0975609756098,4.63414634146341,96.5975609756098,29,53,0.4505313575812,0.376404494382022,0.743236829615567
"1042","ATL",2000,"N",12.5365853658537,30.3658536585366,19.0121951219512,22.719512195122,7.73170731707317,15.7560975609756,4.71951219512195,90.9634146341463,25,57,0.43131373725255,0.356913183279743,0.758696852567642
"1043","BOS",2000,"N",10.9390243902439,28.8658536585366,20.8292682926829,23.8048780487805,9.37804878048781,15.0975609756098,4.09756097560976,94.6219512195122,36,46,0.427602158828065,0.362522963870178,0.740182648401826
"1044","CHA",2000,"N",12.5975609756098,31.8048780487805,23.1707317073171,21.3780487804878,8.10975609756098,13.7073170731707,5.54878048780488,91.9390243902439,46,36,0.430702968774035,0.345528455284553,0.745107176141659
"1045","CHI",2000,"N",11.2926829268293,27.5609756097561,22.0731707317073,23.1951219512195,8.23170731707317,14.5975609756098,4.6219512195122,87.5731707317073,15,67,0.424426766495087,0.346315789473684,0.738606600314301
"1046","CLE",2000,"N",12.3780487804878,29.7560975609756,20.8292682926829,23.1951219512195,7.82926829268293,15.8170731707317,5.31707317073171,92.2073170731707,30,52,0.442437232088181,0.333839150227618,0.765196078431372
"1047","DAL",2000,"N",10.1341463414634,31.3536585365854,21.219512195122,23.2560975609756,7.53658536585366,13.3414634146341,6,100.475609756098,53,29,0.45935080405003,0.380987472365512,0.794268167860798
"1048","DEN",2000,"N",12.7317073170732,31.5,24.0243902439024,22.1951219512195,6.73170731707317,13.3170731707317,6.5609756097561,96.5609756097561,40,42,0.433183074014832,0.354570637119114,0.737270875763748
"1049","DET",2000,"N",13.5121951219512,32.0243902439024,19.8658536585366,23.8414634146341,7.47560975609756,15.4268292682927,5.45121951219512,95.5731707317073,32,50,0.424273255813953,0.349820143884892,0.721003134796238
"1050","GSW",2000,"N",16.4024390243902,29.0853658536585,21.8048780487805,21.0609756097561,9.04878048780488,15.280487804878,5,92.4878048780488,17,65,0.409337979094077,0.29253112033195,0.705533596837945
"1051","HOU",2000,"N",11.2073170731707,30.780487804878,19.6707317073171,20.2073170731707,7.15853658536585,13.8536585365854,4.36585365853659,97.219512195122,45,37,0.453187557745611,0.356940509915014,0.758389261744966
"1052","IND",2000,"N",11.2317073170732,31.6463414634146,21.5,23.4756097560976,6.86585365853659,14.3048780487805,5.9390243902439,92.5731707317073,41,41,0.439744985227803,0.34167385677308,0.766052762568442
"1053","LAC",2000,"N",11.7317073170732,31.2073170731707,19.3292682926829,21.6463414634146,5.97560975609756,14.780487804878,6.25609756097561,92.4512195121951,31,51,0.447811968455234,0.338664158043274,0.693352741387676
"1054","LAL",2000,"N",13.2317073170732,31.5,23.0243902439024,22.8292682926829,6.8780487804878,13.8658536585366,5.97560975609756,100.621951219512,56,26,0.46507105459985,0.344313725490196,0.683240462923275
"1055","MIA",2000,"N",9.91463414634146,29.6951219512195,19.8780487804878,21.0365853658537,7.71951219512195,13.1219512195122,3.70731707317073,88.890243902439,50,32,0.430488974113135,0.345375722543353,0.759338313767343
"1056","MIL",2000,"N",11.890243902439,30.4878048780488,22.4878048780488,23.5121951219512,8.19512195121951,13.1951219512195,4.70731707317073,100.731707317073,52,30,0.457781700500147,0.37947332883187,0.786552828175027
"1057","MIN",2000,"N",12.219512195122,30.1219512195122,25.4024390243902,23.1585365853659,8.31707317073171,13.4756097560976,5.5609756097561,97.3414634146341,47,35,0.458157473439092,0.357380688124306,0.785261945883708
"1058","NJN",2000,"N",11.0853658536585,28.5,19.5487804878049,24.1707317073171,7.91463414634146,13.890243902439,4.96341463414634,92.0975609756098,26,56,0.424580152671756,0.333025830258303,0.759086672879776
"1059","NYK",2000,"N",9.42682926829268,30.780487804878,18.5365853658537,22.719512195122,6.64634146341463,13.8048780487805,4.21951219512195,88.719512195122,48,34,0.444498225233946,0.35067264573991,0.795599305153445
"1060","ORL",2000,"N",13.0365853658537,29.8780487804878,21.9878048780488,25.2560975609756,8.21951219512195,14.8292682926829,5.86585365853659,97.4634146341463,43,39,0.438382074785392,0.364041604754829,0.713733075435203
"1061","PHI",2000,"N",13.109756097561,31.7073170731707,20.6341463414634,20.4024390243902,8.41463414634146,15.0121951219512,4.97560975609756,94.6707317073171,56,26,0.447356250963465,0.326276463262765,0.745278875713658
"1062","PHO",2000,"N",11.8292682926829,30.8414634146341,23.2317073170732,22.7317073170732,9.45121951219512,14.7317073170732,5.23170731707317,94.0243902439024,51,31,0.435696314932662,0.314990512333966,0.755195134313229
"1063","POR",2000,"N",11.7073170731707,30.2560975609756,23.9390243902439,21.280487804878,8.19512195121951,14.7682926829268,5.10975609756098,95.4146341463415,50,32,0.468204488778055,0.349101229895932,0.761979989468141
"1064","SAC",2000,"N",12.0365853658537,20.9512195121951,22.5853658536585,19.4634146341463,9.67073170731707,14.3658536585366,5.26829268292683,101.743902439024,55,27,0.449418854928971,0.354028085735403,0.771084337349398
"1065","SAS",2000,"N",11,33.0731707317073,21.6829268292683,18.9146341463415,6.92682926829268,13.4024390243902,7.02439024390244,96.1707317073171,58,24,0.460555732992654,0.406764168190128,0.714957264957265
"1066","SEA",2000,"N",12.1829268292683,29.5365853658537,21.8536585365854,21.1341463414634,8.01219512195122,14.6463414634146,4.98780487804878,97.2926829268293,44,38,0.455557226650624,0.39863130881095,0.732124874118832
"1067","TOR",2000,"N",13.6341463414634,30.8414634146341,24.4390243902439,21.280487804878,7.30487804878049,12.719512195122,6.32926829268293,97.6463414634146,47,35,0.437177280550775,0.368556701030928,0.746975806451613
"1068","UTA",2000,"N",11.5,29.0609756097561,25.7439024390244,25.7073170731707,8.0609756097561,15.2439024390244,5.64634146341463,97.0609756097561,53,29,0.470663062490062,0.381455399061033,0.751754385964912
"1069","VAN",2000,"N",10.9024390243902,29.6463414634146,23.1585365853659,21.1341463414634,7.14634146341463,15.0853658536585,4.3780487804878,91.7317073170732,23,59,0.438905031350359,0.343189017951426,0.770084566596195
"1070","WAS",2000,"N",12.390243902439,28.9024390243902,20.0853658536585,23.3292682926829,7.68292682926829,16.109756097561,4.67073170731707,93.2317073170732,19,63,0.439020610568728,0.324292452830189,0.75902004454343
"1071","ATL",2001,"N",11.6463414634146,29.8170731707317,20.1951219512195,20.7560975609756,8.13414634146342,14.6707317073171,4.26829268292683,94.0365853658537,33,49,0.438880484114977,0.35427135678392,0.76519052523172
"1072","BOS",2001,"N",10.8658536585366,31.3414634146341,21,21.6463414634146,9.67073170731707,13.1951219512195,3.57317073170732,96.3536585365854,49,33,0.423711187045016,0.359198355601233,0.764285714285714
"1073","CHA",2001,"N",12.9146341463415,30.5487804878049,21.4512195121951,21.3048780487805,7.96341463414634,13.5121951219512,5.5609756097561,93.9024390243902,44,38,0.439665653495441,0.348088531187123,0.744893111638955
"1074","CHI",2001,"N",11.2682926829268,28.7682926829268,22.1585365853659,22.3658536585366,7.71951219512195,14.2560975609756,4.40243902439024,89.4512195121951,21,61,0.433061161608381,0.345622119815668,0.721654749744637
"1075","CLE",2001,"N",11.8048780487805,30.280487804878,23.0609756097561,21.3658536585366,6.97560975609756,13.7682926829268,5.73170731707317,95.2682926829268,29,53,0.447888179884534,0.37719298245614,0.772222222222222
"1076","DAL",2001,"N",11.1951219512195,31.3170731707317,22.0853658536585,22.4512195121951,7.08536585365854,11.6829268292683,4.70731707317073,105.231707317073,57,25,0.461760461760462,0.377507598784195,0.80641925777332
"1077","DEN",2001,"N",13.6219512195122,28.1707317073171,22.1585365853659,22.8170731707317,7.47560975609756,13.780487804878,5.63414634146341,92.1829268292683,27,55,0.424308588064047,0.329182879377432,0.74373576309795
"1078","DET",2001,"N",9.87804878048781,28.8536585365854,21.5243902439024,20.6707317073171,7.90243902439024,13.8414634146341,6.89024390243902,94.3658536585366,50,32,0.451674337406761,0.376158940397351,0.75639713408393
"1079","GSW",2001,"N",16.2682926829268,30.4024390243902,20.8048780487805,22.9756097560976,7.92682926829268,16.1585365853659,6.3780487804878,97.6707317073171,21,61,0.42895979396194,0.321931589537223,0.722269624573379
"1080","HOU",2001,"N",12.5,29.4024390243902,18.0731707317073,18,6.54878048780488,13.0975609756098,5.42682926829268,92.3414634146341,28,54,0.427968019309096,0.335135135135135,0.740623349181194
"1081","IND",2001,"N",11.3414634146341,31.3170731707317,22.9756097560976,22.8780487804878,8.02439024390244,14.5243902439024,5.31707317073171,96.8048780487805,42,40,0.446048632218845,0.338912133891213,0.77169373549884
"1082","LAC",2001,"N",13.2073170731707,30.1707317073171,20.9024390243902,19.8170731707317,6.21951219512195,14.0243902439024,6.58536585365854,95.6829268292683,39,43,0.445410917816437,0.355710549258936,0.739387956564659
"1083","LAL",2001,"N",12.4634146341463,31.7926829268293,22.9512195121951,22.2317073170732,7.6219512195122,12.1341463414634,5.82926829268293,101.268292682927,58,24,0.460593654042989,0.354412786657401,0.698783910196445
"1084","MEM",2001,"N",12,29.4268292682927,21.7682926829268,19.1585365853659,7.8780487804878,15.7317073170732,5.95121951219512,89.9024390243902,23,59,0.436266258607498,0.306569343065693,0.708443972384493
"1085","MIA",2001,"N",11,31.0243902439024,20.2926829268293,22.5121951219512,6.67073170731707,14.0609756097561,5.46341463414634,87.1951219512195,36,46,0.438890629896584,0.347052280311457,0.723653395784543
"1086","MIL",2001,"N",10.2560975609756,31.1829268292683,22.5243902439024,21.8048780487805,7.26829268292683,13.5609756097561,4.73170731707317,97.5121951219512,41,41,0.46236886118291,0.374605180037903,0.747594793435201
"1087","MIN",2001,"N",12.9146341463415,31.2439024390244,24.3048780487805,21.2073170731707,6.39024390243902,13.0365853658537,5.20731707317073,99.3292682926829,50,32,0.461013503702628,0.378223495702006,0.797605473204105
"1088","NJN",2001,"N",12.6707317073171,30.6707317073171,24.2682926829268,21.1463414634146,8.73170731707317,14.2560975609756,5.97560975609756,96.2073170731707,52,30,0.446302816901408,0.337520938023451,0.735186156266387
"1089","NYK",2001,"N",10.6829268292683,29.9756097560976,20.9756097560976,21.9512195121951,6.80487804878049,14.0853658536585,3.51219512195122,91.6341463414634,30,52,0.432055214723926,0.352678571428571,0.787234042553192
"1090","ORL",2001,"N",11.4878048780488,29.7560975609756,22,20.7317073170732,8.10975609756098,13.2317073170732,4.68292682926829,100.487804878049,44,38,0.44784564050486,0.373493975903614,0.754303599374022
"1091","PHI",2001,"N",13.3170731707317,30.9024390243902,19.9756097560976,20.0731707317073,8.59756097560976,14.3414634146341,4.42682926829268,90.9878048780488,43,39,0.435674331883157,0.299300699300699,0.778992395437262
"1092","PHO",2001,"N",13.0731707317073,29.6341463414634,22.4024390243902,21.7560975609756,8.14634146341463,14.2317073170732,4.8780487804878,95.1463414634146,36,46,0.446639746178252,0.326642335766423,0.766871165644172
"1093","POR",2001,"N",13.2317073170732,29.8048780487805,23.4878048780488,19.6707317073171,8.5609756097561,13.6219512195122,4.48780487804878,96.6463414634146,49,33,0.450307300254834,0.353566009104704,0.763282482903735
"1094","SAC",2001,"N",12.3536585365854,32.9512195121951,23.8780487804878,19.0243902439024,9.03658536585366,13.3536585365854,4.57317073170732,104.609756097561,61,21,0.466514350992432,0.367241379310345,0.751160631383473
"1095","SAS",2001,"N",11.0609756097561,31.2926829268293,20.0365853658537,19.2073170731707,7.6219512195122,13.8170731707317,6.54878048780488,96.7317073170732,58,24,0.457802923149458,0.36168455821635,0.741662961316141
"1096","SEA",2001,"N",11.8048780487805,28.4512195121951,23.4878048780488,21.1219512195122,8.51219512195122,13.2317073170732,4.4390243902439,97.7317073170732,45,37,0.468642418799581,0.378482972136223,0.755382775119617
"1097","TOR",2001,"N",13.5853658536585,28.4878048780488,21.6951219512195,21.5975609756098,8.39024390243902,13.5243902439024,5.53658536585366,91.390243902439,42,40,0.433922996878252,0.348963029756537,0.739079790331974
"1098","UTA",2001,"N",13.5243902439024,28.6463414634146,24.3780487804878,24.0365853658537,9.13414634146342,15.7317073170732,6.3780487804878,95.9878048780488,44,38,0.450109821148415,0.332541567695962,0.762551440329218
"1099","WAS",2001,"N",12.8658536585366,29.1829268292683,20.9146341463415,21.5,6.95121951219512,12.1829268292683,4.31707317073171,92.7926829268293,37,45,0.440876350540216,0.388040712468193,0.765273311897106
"1100","ATL",2002,"N",11.4268292682927,31.1951219512195,20.4756097560976,21.7439024390244,7.45121951219512,15.9024390243902,5.78048780487805,94.0731707317073,35,47,0.444358097606466,0.352322524101665,0.792640477374441
"1101","BOS",2002,"N",10.3536585365854,30.1341463414634,19.2073170731707,21.4390243902439,8.78048780487805,13.4756097560976,3.69512195121951,92.6707317073171,44,38,0.414810262713166,0.333642691415313,0.74222668004012
"1102","CHI",2002,"N",12.0121951219512,30.9878048780488,21.7317073170732,24.7317073170732,7.3780487804878,16.219512195122,5.6219512195122,94.9512195121951,30,52,0.445487042001787,0.350050150451354,0.722442899702085
"1103","CLE",2002,"N",13.6341463414634,31,20.8780487804878,22.7317073170732,7.75609756097561,17.4390243902439,6.35365853658537,91.4024390243902,17,65,0.422472576341536,0.327008928571429,0.746520874751491
"1104","DAL",2002,"N",11.1219512195122,31.0243902439024,22.4024390243902,21.0975609756098,8.10975609756098,11.0487804878049,5.47560975609756,102.975609756098,60,22,0.452735605843598,0.381294964028777,0.82877858337981
"1105","DEN",2002,"N",13.5609756097561,28.8170731707317,21.1829268292683,25.0731707317073,8.68292682926829,17.3780487804878,5.14634146341463,84.1585365853659,17,65,0.41091075794621,0.277912621359223,0.699459459459459
"1106","DET",2002,"N",10.7682926829268,29.8170731707317,19.7560975609756,21.3170731707317,6.78048780487805,12.719512195122,5.70731707317073,91.3658536585366,50,32,0.430141787478095,0.358198924731183,0.771400296882731
"1107","GSW",2002,"N",15.6585365853659,31.0487804878049,20.8780487804878,21.780487804878,7.24390243902439,15.1951219512195,6.17073170731707,102.439024390244,38,44,0.441002737357729,0.34412955465587,0.77791771620487
"1108","HOU",2002,"N",12.4878048780488,31.2682926829268,18.3658536585366,19.5365853658537,7.24390243902439,14.609756097561,6.01219512195122,93.7317073170732,43,39,0.43956043956044,0.346487766377269,0.767384916748286
"1109","IND",2002,"N",12.2439024390244,31.9756097560976,23.2926829268293,22.0853658536585,8.48780487804878,14.0243902439024,5.40243902439024,96.8292682926829,48,34,0.440526634382567,0.338695263628239,0.765741963892558
"1110","LAC",2002,"N",12.2926829268293,30.0243902439024,19.5853658536585,21.7560975609756,7,15.1951219512195,5.6219512195122,93.8170731707317,27,55,0.436825885978428,0.331350892098556,0.750114836931557
"1111","LAL",2002,"N",13.1463414634146,31.1463414634146,23.280487804878,22.8536585365854,7.79268292682927,14.0487804878049,5.73170731707317,100.365853658537,50,32,0.450845974329055,0.355523043160205,0.733677782996712
"1112","MEM",2002,"N",11.5,30.0731707317073,23.0731707317073,20.4634146341463,7.9390243902439,14.8048780487805,6.09756097560976,97.5,28,54,0.452172623461367,0.365129007036747,0.738636363636364
"1113","MIA",2002,"N",11.5609756097561,30.0487804878049,18.3048780487805,22.6341463414634,7.21951219512195,13.3780487804878,3.95121951219512,85.5609756097561,25,57,0.412459720730397,0.316363636363636,0.764949674363529
"1114","MIL",2002,"N",10.6829268292683,28.8658536585366,22.2317073170732,22.1829268292683,7.58536585365854,12.1463414634146,4.19512195121951,99.4878048780488,42,40,0.456521739130435,0.383355176933159,0.776033490319205
"1115","MIN",2002,"N",11.6951219512195,31.8780487804878,25.2439024390244,20.780487804878,6.74390243902439,13.3048780487805,5.28048780487805,98.1219512195122,51,31,0.465854016742547,0.368159203980099,0.769989047097481
"1116","NJN",2002,"N",12.0853658536585,30.8292682926829,23.0121951219512,21.609756097561,8.74390243902439,14.4390243902439,4.5609756097561,95.3658536585366,49,33,0.441305998481397,0.332372718539865,0.757175398633257
"1117","NOH",2002,"N",13.3780487804878,30.1829268292683,22.0365853658537,21.5487804878049,8,14.0365853658537,4.80487804878049,93.890243902439,47,35,0.435250186706497,0.375813953488372,0.768062827225131
"1118","NYK",2002,"N",10.2682926829268,28.9756097560976,21.9512195121951,23.0243902439024,7.0609756097561,13.5853658536585,3.10975609756098,95.8536585365854,37,45,0.441189591078067,0.383059418457649,0.814814814814815
"1119","ORL",2002,"N",11.6829268292683,29.1707317073171,20.4390243902439,23.0243902439024,8.48780487804878,13.8780487804878,3.65853658536585,98.5121951219512,42,40,0.435753363891764,0.357232704402516,0.777296777296777
"1120","PHI",2002,"N",12.7073170731707,29.4512195121951,21.5975609756098,22,10.2926829268293,14.109756097561,3.46341463414634,96.8658536585366,48,34,0.448042168674699,0.31130876747141,0.775166297117517
"1121","PHO",2002,"N",12.7926829268293,29.7560975609756,20.9634146341463,21.9634146341463,8.10975609756098,14.2073170731707,4.92682926829268,95.5365853658537,44,38,0.443476977567887,0.342906875543951,0.741701244813278
"1122","POR",2002,"N",12.0975609756098,29,22.6829268292683,19.9268292682927,8.84146341463415,14.4512195121951,3.85365853658537,95.1585365853659,50,32,0.460175627792328,0.329565217391304,0.744735490498202
"1123","SAC",2002,"N",10.9756097560976,33.5487804878049,24.8048780487805,20.3170731707317,8.96341463414634,14.280487804878,5.57317073170732,101.731707317073,59,23,0.463805436337625,0.381211180124224,0.74617903930131
"1124","SAS",2002,"N",11.4512195121951,31.1707317073171,19.9512195121951,20.390243902439,7.67073170731707,15.3658536585366,6.45121951219512,95.8048780487805,60,22,0.461807209782436,0.353543307086614,0.725159525979945
"1125","SEA",2002,"N",11.7439024390244,29.0853658536585,21.6463414634146,20.890243902439,8.28048780487805,12.5121951219512,3.59756097560976,92.1341463414634,40,42,0.43749052886801,0.353214562354764,0.74438202247191
"1126","TOR",2002,"N",12.4756097560976,28.719512195122,19.3048780487805,21.4756097560976,7.42682926829268,13.4878048780488,4.78048780487805,90.890243902439,24,58,0.427220888355342,0.342833193629505,0.718467269824375
"1127","UTA",2002,"N",12.4512195121951,29.0365853658537,25.6463414634146,22.4024390243902,8.63414634146342,15.9024390243902,5.69512195121951,94.6585365853659,47,35,0.467603813216998,0.349453978159126,0.744997871434653
"1128","WAS",2002,"N",11.1829268292683,29.2073170731707,19.6585365853659,20.0487804878049,7.57317073170732,12.6219512195122,4.75609756097561,91.4878048780488,37,45,0.440412887081639,0.311960542540074,0.778526721232547
"1129","ATL",2003,"N",12.1585365853659,30.5609756097561,20.0975609756098,22.2682926829268,7.64634146341463,15.5853658536585,4.97560975609756,92.8170731707317,28,54,0.433297595343851,0.335737179487179,0.776315789473684
"1130","BOS",2003,"N",10.3780487804878,29.7560975609756,20.5243902439024,22.4024390243902,9.39024390243902,15.719512195122,4.03658536585366,95.2560975609756,36,46,0.443180046765394,0.3458411507192,0.75035799522673
"1131","CHI",2003,"N",12.780487804878,30.719512195122,21.8658536585366,23.3048780487805,8.03658536585366,15.2317073170732,4.80487804878049,89.6951219512195,23,59,0.41433436990967,0.34156050955414,0.725190839694656
"1132","CLE",2003,"N",13.6341463414634,31.9390243902439,22.0487804878049,21.2439024390244,7.13414634146341,14.219512195122,6.54878048780488,92.9146341463415,35,47,0.43269657929809,0.314249363867684,0.752709359605911
"1133","DAL",2003,"N",14.3170731707317,30.9512195121951,23.9390243902439,19.6219512195122,8,11.7682926829268,5.32926829268293,105.19512195122,52,30,0.459474412171508,0.348214285714286,0.795577130528587
"1134","DEN",2003,"N",13.2073170731707,29.109756097561,21.8780487804878,22,9.08536585365854,14.6463414634146,6.34146341463415,97.219512195122,43,39,0.442555079106905,0.336040609137056,0.766558591940713
"1135","DET",2003,"N",12.3658536585366,30.390243902439,20.7560975609756,20.2926829268293,8.03658536585366,14.3780487804878,6.95121951219512,90.0975609756098,54,28,0.434996041171813,0.343653250773994,0.752651880424301
"1136","GSW",2003,"N",12.219512195122,30.890243902439,20.5,20.6219512195122,7.02439024390244,14.0731707317073,4.74390243902439,93.280487804878,37,45,0.441560436184918,0.334372564302416,0.724852071005917
"1137","HOU",2003,"N",10.3292682926829,32.280487804878,19.2560975609756,21.4878048780488,6.82926829268293,15.7926829268293,5.40243902439024,89.780487804878,45,37,0.441969330104923,0.36628733997155,0.7728297632469
"1138","IND",2003,"N",11.7682926829268,29.9024390243902,21.6341463414634,20.8414634146341,8.85365853658537,13.5121951219512,5.01219512195122,91.3780487804878,61,21,0.435463460930085,0.350507416081187,0.763654419066534
"1139","LAC",2003,"N",14.0121951219512,29.4634146341463,20.1585365853659,22.1463414634146,7.24390243902439,15.6219512195122,4.58536585365854,94.7682926829268,28,54,0.428180574555404,0.3212890625,0.785403996524761
"1140","LAL",2003,"N",12.2073170731707,30.9146341463415,23.7560975609756,21.1219512195122,8.31707317073171,13.3658536585366,4.6219512195122,98.1951219512195,56,26,0.453565008987418,0.327354260089686,0.693452380952381
"1141","MEM",2003,"N",12.7682926829268,29.0365853658537,23.3536585365854,23.2073170731707,9.69512195121951,14.390243902439,6.89024390243902,96.7073170731707,50,32,0.445095388313054,0.340182648401826,0.726551563229118
"1142","MIA",2003,"N",11.4634146341463,29.9878048780488,19.0853658536585,22.0975609756098,7.19512195121951,13.1219512195122,3.81707317073171,90.2682926829268,42,40,0.425276609007324,0.357406042741341,0.761879895561358
"1143","MIL",2003,"N",11.7073170731707,30.5121951219512,22.8292682926829,20.3292682926829,6.75609756097561,13,4.67073170731707,98.0365853658537,41,41,0.446616541353383,0.350218340611354,0.77463503649635
"1144","MIN",2003,"N",10.6707317073171,32.2560975609756,23.0487804878049,21.109756097561,6.84146341463415,12.2439024390244,5.63414634146341,94.5487804878049,58,24,0.46157358088571,0.363433667781494,0.780837636259323
"1145","NJN",2003,"N",10.5121951219512,30.1585365853659,24.5,21,8.64634146341463,14.109756097561,3.92682926829268,90.2560975609756,47,35,0.441462649089768,0.335707925200356,0.75323275862069
